Texto,Idioma,Longitud
la parole est à m seixas da costa au nom du conseil,fr,12
merci beaucoup pour l éclaircissement monsieur wurtz,fr,7
merci beaucoup monsieur le commissaire verheugen,fr,6
le débat est clos,fr,4
le vote aura lieu jeudi,fr,5
heure des questions conseil,fr,4
l ordre du jour appelle l heure des questions au conseil b,fr,12
j appelle la,fr,3
question nº  de h,fr,4
j appelle la,fr,3
question nº  de h,fr,4
j appelle la,fr,3
question nº  de h,fr,4
j appelle la,fr,3
question nº  de h,fr,4
le moment estil venu pour le gouvernement turc de lever le blocus économique de larménie,fr,15
leurs objets étant apparentés les questions nº  et  recevront une réponse commune,fr,12
j appelle simultanément la,fr,4
question nº  de h,fr,4
question nº  de h,fr,4
le président interrompt l orateur voyons la réalité telle qu elle est monsieur le président,fr,15
j appelle la,fr,3
question nº  de h,fr,4
la parole est à m rübig,fr,6
j appelle la,fr,3
question nº  de h,fr,4
j appelle la,fr,3
question nº  de h,fr,4
j appelle la,fr,3
question nº  de h,fr,4
l heure des questions au conseil est close,fr,8
la séance qui avait été interrompue à  h  est reprise à  heures,fr,12
allocution de m vaclav havel président de la république tchèque,fr,10
monsieur le président jai le très grand plaisir de vous donner la parole,fr,13
ainsi donc qu en estil de notre européanisme,fr,8
l européanisme réfléchi ne semble pas avoir une grande tradition en europe,fr,12
debout lassemblée applaudit chaleureusement et longuement l orateur,fr,8
la séance solennelle est levée à h,fr,7
assemblée paritaire acpue,fr,3
je vous remercie monsieur le commissaire,fr,6
le débat est clos,fr,4
le vote aura lieu demain à midi,fr,7
accord de stabilisation et dassociation avec larym,fr,7
merci beaucoup monsieur le commissaire patten,fr,6
le débat est clos,fr,4
le vote aura lieu demain à heures,fr,7
accord sur la comitologie,fr,4
merci beaucoup monsieur le commissaire solbes mira,fr,7
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
déficits excessifs annexés au traité instituant la ce,fr,8
merci beaucoup monsieur le commissaire solbes mira,fr,7
le débat est clos,fr,4
le vote aura lieu demain à h,fr,7
euro renforcement du cadre pénal pour la protection contre le faux monnayage,fr,12
merci beaucoup madame la commissaire schreyer,fr,6
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
la séance est levée à h,fr,6
reprise de la séance,fr,4
le procèsverbal de la séance dhier a été distribué,fr,9
y atil des objections,fr,4
le procèsverbal est adopté,fr,4
le président retire la parole à l orateur,fr,8
moyennant une formulation adéquate japprécie en outre les idées avancées dans les amendements      et,fr,14
le débat est clos,fr,4
le vote aura lieu à  heures,fr,6
entraide judiciaire en matière pénale entre les états membres de lue,fr,11
le président retire la parole à l orateur,fr,8
excusezmoi encore une fois pour cette erreur,fr,7
y atil des oppositions au dépôt de cet amendement oral,fr,10
lassemblée marque son accord sur lamendement oral,fr,7
par des votes successifs le parlement adopte les deux résolutions législatives,fr,11
cétait une réponse pour fait personnel me diton nous en prenons note pour le procèsverbal,fr,15
au sujet des amendements  et,fr,5
lassemblée marque son accord sur lamendement oral,fr,7
le parlement adopte la résolution législative,fr,6
le parlement adopte la résolution législative,fr,6
le parlement adopte la résolution législative,fr,6
avant le vote,fr,3
au sujet de lamendement,fr,4
le parlement adopte la résolution législative,fr,6
le parlement rejette la proposition de résolution,fr,7
le parlement rejette la proposition de résolution,fr,7
le parlement rejette la proposition de résolution,fr,7
proposition de résolution commune sur le programme stratégique quinquennal de la commission,fr,12
le parlement adopte la résolution,fr,5
proposition de résolution commune sur la cohérence des différentes politiques,fr,10
le parlement adopte la résolution,fr,5
le parlement rejette la proposition de résolution,fr,7
très bien je ferai ainsi,fr,5
proposition de résolution commune sur les droits de lhomme,fr,9
le parlement adopte la résolution,fr,5
le parlement adopte la résolution,fr,5
au sujet de lamendement,fr,4
y atil des objections à la prise en compte de cet amendement oral,fr,13
lassemblée marque son accord sur lamendement oral  au sujet de lamendement,fr,11
absolument je pense que cela ne pose pas de problème,fr,10
lassemblée marque son accord sur lamendement oral le parlement adopte la résolution,fr,12
le parlement adopte la résolution,fr,5
je constate quil a quitté lhémicycle et nous passons donc aux explications de vote,fr,14
explications de vote,fr,3
rapport olle schmidt a,fr,4
rapport brok a,fr,3
la présente proposition de règlement devrait constituer l une de ces bases juridiques,fr,13
rapport cederschiöld a,fr,3
rapport di pietro a,fr,4
résolution sur les objectifs stratégiques  de la commission,fr,8
en zambie   des enseignants sont morts du sida,fr,8
il ne fait aucun doute que l afrique est devenu le continent oublié,fr,13
nous nous sommes abstenus lors du vote de la résolution pour les raisons suivantes,fr,14
rapport corrie a,fr,3
c est le visage humain de l europe,fr,8
rapport swoboda a,fr,3
rapport frassoni a,fr,3
la séance suspendue à h est reprise à  heures,fr,9
restructuration des entreprises en europe,fr,5
merci beaucoup monsieur le commissaire,fr,5
j ai reçu sept motions de résolution déposées sur la base de larticle  du règlement,fr,15
je déclare clos le débat,fr,5
le vote aura lieu plus tard dans la soirée,fr,9
la séance suspendue à h est reprise à h,fr,9
incidents racistes et xénophobes à el ejido espagne,fr,8
l ordre du jour appelle en discussion commune les propositions de résolution suivantes,fr,13
merci beaucoup monsieur le commissaire,fr,5
le débat est clos,fr,4
le vote aura lieu à  heures,fr,6
droits de lhomme,fr,3
l ordre du jour appelle en discussion commune les propositions de résolution suivantes,fr,13
liberté de la presse en angola,fr,6
peuple indigène aux étatsunis  dineh,fr,5
cas du journaliste russe andrei babitsky,fr,6
liberté de la presse en angola,fr,6
peuple indigène aux étatsunis  dineh,fr,5
merci beaucoup monsieur patten,fr,4
le débat est clos,fr,4
le vote aura lieu à  heures,fr,6
catastrophe environnementale dans les eaux du danube,fr,7
lordre du jour appelle la discussion commune sur les propositions de résolution suivantes,fr,13
b de m leinen au nom du groupe du groupe pse,fr,11
b des députés maaten et thors au nom du eldr,fr,10
b des députés oostlander et grossetête au nom du ppede,fr,10
b des députés papayannakis et sjöstedt au nom du guengl,fr,10
b des députés schroedter et autres au nom du groupe vertsale,fr,11
sur la catastrophe environnementale dans les eaux du danube,fr,9
le débat est clos,fr,4
nous passons maintenant au vote,fr,5
le parlement adopte la résolution,fr,5
explications de vote,fr,3
potentiel du tourisme pour lemploi,fr,5
merci beaucoup monsieur le commissaire,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
la séance est levée à h,fr,6
adoption du procèsverbal de la séance précédente,fr,7
le procèsverbal de la séance d hier a été distribué,fr,10
y atil des observations,fr,4
strasbourg le  février,fr,3
je pense que le problème est à présent réglé,fr,9
on en prend bonne note et cela figurera dans le procèsverbal,fr,11
le procèsverbal est adopté,fr,4
conformément à notre règlement  députés peuvent s y opposer,fr,9
plus de  députés s opposent au traitement de l amendement oral,fr,11
il n y a pas lieu de traiter l amendement oral,fr,11
le parlement adopte la résolution,fr,5
explications de vote,fr,3
services postaux européens,fr,3
merci beaucoup monsieur le commissaire,fr,5
le débat est clos,fr,4
nous passons maintenant au vote,fr,5
le parlement adopte la résolution explications de vote,fr,8
monsieur le président jai voté en faveur de cette résolution et je voudrais dire pourquoi,fr,15
interruption de la session,fr,4
je déclare interrompue la session du parlement européen,fr,8
la séance est levée à h,fr,6
reprise de la session,fr,4
je déclare reprise la session du parlement européen qui avait été interrompue le vendredi  février,fr,15
communication de la présidente,fr,4
l assemblée debout observe une minute de silence,fr,8
repose en paix,fr,3
adoption du procèsverbal de la séance précédente,fr,7
le procèsverbal de la séance précédente a été distribué,fr,9
y atil des observations,fr,4
le procèsverbal est adopté,fr,4
réforme de la commission,fr,4
je remercie m le commissaire kinnock,fr,6
nous procédons maintenant à l exercice des questionsréponses,fr,8
permettezmoi tout dabord de souhaiter une bonne saintdavid au commissaire,fr,10
déclaration du haut représentant pour la politique étrangère et de sécurité commune,fr,12
merci monsieur poettering,fr,3
le commissaire indique qu il prendra la parole plus tard très bien merci,fr,13
les femmes dans le processus décisionnel,fr,6
merci beaucoup madame diamantopoulou,fr,4
jai reçu une proposition de résolution conformément à larticle  paragraphe  du règlement,fr,12
le débat est clos,fr,4
le vote aura lieu demain matin,fr,6
inondations au mozambique,fr,3
lordre du jour appelle la déclaration de la commission sur les inondations au mozambique,fr,14
la parole est au commissaire patten au nom de la commission,fr,11
merci beaucoup madame kinnock,fr,4
le débat est clos,fr,4
économie de l union,fr,4
politique commune de la pêche pcp,fr,6
lordre du jour appelle en discussion commune les rapports suivants,fr,10
merci monsieur le commissaire fischler,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
lutte contre certaines maladies des poissons,fr,6
merci monsieur le commissaire byrne,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
protection des juvéniles d organismes marins,fr,6
merci monsieur le commissaire fischler,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
pêche et environnement bergen  mars   e rapport,fr,7
merci monsieur le commissaire fischler,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
gestion halieutique et conservation de la nature en milieu marin,fr,10
je voudrais féliciter le rapporteur de son excellent rapport,fr,9
merci monsieur le commissaire fischler,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
procédures d insolvabilité,fr,3
merci monsieur le commissaire vitorino,fr,5
le débat est clos,fr,4
le vote aura lieu demain à  heures,fr,7
la séance est levée à h,fr,6
naufrage de l erika,fr,4
